customer_id,frequency_of_purchases,avg_purchase_value,preferred_channel,customer_support_tickets,inventory_demand
334,38,937.2946915388342,0,4,20
335,38,115.21572645483045,1,18,7
336,45,843.5636927776441,2,19,59
337,8,488.0262173331173,2,9,11
338,27,662.7638134060555,0,5,93
339,27,515.5761546027106,1,1,52
340,34,482.27774292756106,2,2,3
341,21,836.5504340807476,1,14,21
342,30,758.3275157721382,0,9,53
343,33,488.56821415777415,1,16,96
344,28,120.51957010210099,1,6,30
345,47,124.24892972126406,1,1,11
346,33,803.5240661118847,1,6,81
347,5,534.0967151340582,2,14,25
348,48,486.77324881716896,0,2,50
349,19,683.761172947108,0,4,89
350,4,860.2531675801177,1,7,9
351,35,632.5844129691721,0,3,45
352,49,765.2194233230142,2,17,29
353,17,767.6178188757874,0,18,62
354,44,362.6988343050295,0,7,15
355,28,281.34236368458573,2,5,19
356,30,803.152426503407,0,4,15
357,29,383.40700386640106,2,4,39
358,46,904.3026464574781,1,16,35
359,6,78.99378976281844,0,5,13
360,35,67.63533695458625,2,12,16
361,41,927.7341185003942,0,8,67
362,37,651.9703650396206,1,11,95
363,24,385.803362883849,0,9,55
364,29,757.5098106680209,0,0,65
365,49,675.6035418937048,2,10,35
366,46,535.8890363514003,1,5,16
367,31,107.88460923602484,0,2,1
368,35,814.057791419824,1,5,50
369,33,867.3629587738185,1,8,14
370,21,180.4470016671226,2,7,62
371,32,852.006535457296,0,14,7
372,23,879.0688379063986,2,5,23
373,33,553.9343261656309,1,10,99
374,3,659.6172458604601,1,9,63
375,18,388.4149468143465,2,10,29
376,25,288.97373103417334,0,3,22
377,42,724.7633154821283,0,12,80
378,31,863.2563975256501,0,7,93
379,3,657.53677742619,0,19,6
380,40,516.4747045400837,0,14,82
381,46,167.33551917572984,1,6,29
382,24,62.92412547876998,0,0,89
383,32,451.234872344279,0,8,2
384,47,58.85606806044706,0,7,64
385,22,573.6412855881529,0,1,96
386,23,388.90189940459356,0,13,36
387,2,759.6172284851498,1,11,96
388,27,312.5920118678216,0,16,20
389,42,597.0528739577578,2,18,55
390,2,542.3066865375495,0,5,37
391,26,14.665301267018748,2,4,97
392,17,81.66550428166724,0,5,52
393,40,297.4645303611603,1,2,69
394,33,883.4127302105575,1,15,70
395,9,155.54480535078076,2,17,22
396,43,713.7853871559362,1,13,85
397,48,973.6329004907644,2,14,83
398,39,792.6618771642436,1,3,15
399,29,250.5159080701735,1,10,98
400,42,909.2816078089509,2,4,47
401,26,102.17608494330618,1,8,71
402,35,473.4605224520284,1,4,81
403,25,888.6664886491496,0,6,69
404,24,644.8530521643011,2,17,52
405,13,419.50811908042186,0,17,39
406,7,299.8847380697971,1,19,2
407,36,381.3484112651665,0,1,91
408,45,513.8523631991934,0,12,45
409,20,325.85349057407933,1,12,24
410,1,969.2781834614767,1,16,61
411,8,933.7468765354837,0,16,92
412,46,871.9647535321775,0,5,65
413,16,427.6115371674269,0,13,53
414,14,694.3887516418766,1,13,21
415,12,903.801013965605,0,11,92
416,23,851.9251928021388,1,4,67
417,15,420.1837438800056,1,4,94
418,28,121.2621888290381,2,3,1
419,34,84.87406019620397,0,12,59
420,2,581.2934047734457,0,3,47
421,32,646.2016558588223,1,17,18
422,23,851.3441785510538,1,15,33
423,22,299.5898701376207,0,17,15
424,25,175.79578564454206,2,1,24
425,22,385.2157748464175,0,3,36
426,22,360.0393723959523,0,19,60
427,49,141.1442644776762,0,16,34
428,42,675.5598259880206,2,19,90
429,6,513.6050213220822,0,5,51
430,15,723.9115285536186,0,17,40
431,43,359.16420896803737,0,19,22
432,37,332.4451894619253,1,6,16
433,33,477.85009451341705,2,12,42
434,8,878.6332719411955,0,8,16
435,44,49.87849366664054,0,1,5
436,44,806.7844891235073,0,7,6
437,5,375.29773653117894,1,13,42
438,39,856.0728355305929,0,17,88
439,4,804.1809787474979,2,0,30
440,6,355.2736349221275,0,8,32
441,45,696.9377699683998,0,8,53
442,32,168.03642920570573,0,1,19
443,30,897.3187366421502,2,15,51
444,47,410.4461538073903,1,3,28
445,35,461.0693592016482,2,12,47
446,40,708.701460526615,0,16,72
447,16,822.6318343378025,0,10,1
448,13,243.9793158949275,1,1,68
449,42,664.7366384782255,1,3,57
450,30,398.078063450257,1,11,22
451,19,375.0158947639217,0,1,86
452,17,693.1255657012482,0,0,94
453,19,393.311441414375,0,5,58
454,28,352.64741516276354,1,15,91
455,26,837.52952404498,1,1,91
456,37,110.26336259269631,2,13,13
457,26,679.1336966019086,0,19,39
458,23,256.2381398527184,2,11,27
459,9,25.343259407928404,0,18,39
460,12,175.0966261839651,0,2,72
461,1,610.5949144781091,2,18,12
462,1,712.035919571078,1,10,24
463,47,30.847205720756843,1,3,18
464,34,46.06118886870295,1,16,15
465,32,903.5166936945236,0,16,60
466,48,82.57275993258264,1,6,16
467,25,895.2403370304055,2,4,97
468,40,235.88425461339673,0,18,74
469,45,742.6176221566307,1,18,47
470,1,316.63591645655197,1,8,24
471,16,860.164505353092,0,16,45
472,39,703.4503167701143,0,8,19
473,5,407.7953240156782,0,13,91
474,22,85.53942963233875,1,4,41
475,29,735.373182032099,2,1,31
476,3,620.7159084055297,1,14,85
477,12,12.882600655450853,0,15,16
478,26,19.325657412720872,1,18,23
479,16,810.705043460767,2,0,78
480,37,266.80574141383534,0,11,23
481,22,639.772331050785,2,18,41
482,29,459.67227556759497,1,19,18
483,14,864.7957143765495,0,14,36
484,28,917.7915019714637,0,4,12
485,5,996.8396355520655,1,0,75
486,47,162.14729444917435,1,10,69
487,49,864.3344060107206,2,8,51
488,30,273.36116296151374,1,6,85
489,46,594.9077161465526,0,1,32
490,5,510.71510553051877,0,16,93
491,12,27.80825025666378,1,15,71
492,16,933.4435671070338,0,15,36
493,26,87.54378459772626,1,13,40
494,26,691.3367302136585,0,1,91
495,48,787.1567678461795,0,18,70
496,21,797.3349705572074,0,2,38
497,39,144.13957373955634,0,7,54
498,36,453.0942510028924,1,18,4
499,33,831.13458172964,0,15,46
500,30,309.65241827496715,2,3,63
501,37,473.0711886209169,1,7,99
502,23,280.0659537728473,0,0,74
503,10,468.91590370647094,0,3,50
504,5,888.9595433669513,1,6,30
505,36,460.5729887224418,0,0,73
506,34,560.3528969035772,2,17,16
507,31,409.9365204700527,1,3,52
508,10,465.5160113712923,0,19,4
509,19,25.02245705595748,1,13,26
510,32,290.90805486085145,0,7,29
511,1,442.21590452440614,0,17,92
512,5,637.4590062328016,2,6,11
513,45,455.55141124835325,0,2,92
514,4,344.4388728883484,1,13,96
515,16,394.2177479907156,2,11,24
516,24,249.87039590846186,0,14,51
517,16,925.2493399463124,0,7,42
518,2,526.5257935330054,0,4,39
519,49,23.27535933340188,0,16,7
520,28,29.251795835351146,0,9,18
521,32,973.2320186025212,2,10,3
522,27,229.23638245951258,2,15,63
523,20,807.5522059261715,1,15,20
524,24,67.69254854496873,0,3,98
525,12,921.9511093276036,2,4,94
526,35,875.6728336300116,1,9,73
527,33,575.3822308101695,0,13,74
528,33,18.908670710423216,0,8,70
529,43,265.2327652831042,0,17,17
530,37,412.7544209244803,2,19,79
531,12,465.46347558008614,1,5,97
532,3,304.7019709767483,1,10,59
533,1,42.61838956307468,1,16,54
534,33,594.2261318672766,1,8,13
535,40,528.9131210178084,0,2,42
536,10,290.1706290747869,1,15,44
537,43,47.59620789391046,2,19,86
538,44,994.6482453497207,0,3,80
539,29,487.16632495814184,2,14,98
540,13,758.4441993563363,0,1,67
541,12,457.79089470082215,0,19,72
542,31,52.738587954312024,1,16,20
543,46,316.50473763464504,2,18,47
544,2,326.90903959584216,0,19,24
545,35,839.9693750085258,1,15,51
546,23,657.6876782198756,0,18,18
547,17,282.6756046030781,1,16,23
548,26,968.0625551124951,0,3,1
549,8,328.32641407389264,0,17,66
550,29,998.2516855704331,0,3,5
551,26,996.2020562385605,0,2,18
552,10,199.29841256927438,0,17,80
553,26,319.6137050265162,1,19,74
554,34,491.18375649980766,0,4,93
555,41,667.459664436412,0,8,35
556,7,532.7669745137613,0,14,25
557,4,969.7470544409342,0,8,24
558,45,726.7492725933346,0,13,13
559,11,219.92440088914466,0,1,21
560,29,114.04657471150193,0,17,39
561,36,691.5172778022632,0,12,34
562,25,166.86791577895536,1,15,19
563,21,789.8000719323966,1,5,28
564,36,317.9263005877336,0,15,91
565,10,333.62433042505046,0,3,90
566,37,20.690408465616848,0,9,11
567,9,704.0011544240903,0,18,49
568,24,122.13705553403892,0,10,35
569,35,775.151771688883,1,4,84
570,49,496.94914369803473,0,17,76
571,35,786.4370168050234,2,2,57
572,48,588.0872738057639,0,7,28
573,36,91.60893929880085,1,10,66
574,18,767.9958133381313,1,18,65
575,49,79.10149004580225,0,2,73
576,39,483.9147033636389,0,11,22
577,32,180.62572200351366,1,14,51
578,24,754.8118261981061,2,15,91
579,23,912.4753155280653,0,4,9
580,32,558.5849017246915,0,18,71
581,37,531.8758213561887,0,5,36
582,12,766.3235643623617,0,11,54
583,49,15.028024845969938,2,18,38
584,13,918.5810562088091,1,8,66
585,23,205.4743289202204,0,17,43
586,25,984.2776949879749,0,2,5
587,35,738.8914084808575,0,13,81
588,41,776.5086362236643,2,4,37
589,30,659.6409505698705,2,4,58
590,17,476.94655095730866,0,3,63
591,49,575.9114164275538,0,15,99
592,20,55.9388571549744,2,12,51
593,48,627.7199143376941,0,7,72
594,25,629.8371209671762,0,15,43
595,22,892.2887894277914,0,1,67
596,13,510.5997938559172,0,7,67
597,19,86.3729303452004,0,2,65
598,49,313.1339612772604,2,8,62
599,36,659.0731179931743,1,10,88
600,12,246.86627412394927,0,19,63
601,41,287.7225436368469,0,0,30
602,19,822.2643261972449,1,0,90
603,12,588.4765344450819,0,7,38
604,9,513.4421574558368,0,15,51
605,7,325.2674471377463,0,9,38
606,28,733.618755573703,1,1,67
607,14,294.84125014512904,0,15,77
608,31,739.6928824677335,0,3,48
609,19,79.40046546476759,0,18,12
610,47,865.8959281662628,0,8,20
611,16,504.57079874217345,2,2,72
612,5,444.1229365319803,1,10,2
613,35,614.9131774265053,0,7,75
614,12,627.9501521673077,0,6,85
615,25,140.7148251210956,1,0,55
616,21,758.6712539180511,0,7,6
617,36,283.1690149705623,1,16,83
618,23,905.9122613682148,1,10,94
619,16,819.6721567806842,0,6,62
620,39,352.803381119401,2,8,49
621,45,809.6619002687073,0,13,84
622,42,362.8265943069051,0,4,54
623,39,109.93820481968021,1,17,10
624,14,962.2693563384508,2,12,24
625,31,656.0759950632856,1,4,97
626,5,461.5385313959658,1,7,29
627,35,403.79561801572925,0,14,94
628,23,331.4582809156813,0,3,6
629,29,981.633119474838,0,0,58
630,43,143.39979247959832,1,5,78
631,11,321.65700833136265,0,18,57
632,18,490.6426638798369,0,11,3
633,47,483.2195496037683,2,6,24
634,12,476.65281956376504,0,12,19
635,9,184.025977672078,0,6,98
636,10,153.48320183840553,0,8,9
637,44,262.2199104653339,0,0,30
638,17,915.3808922640354,0,12,96
639,38,121.92243815616503,0,18,77
640,7,759.8508523395916,0,0,82
641,46,759.9729092020376,0,19,44
642,13,811.6726998582897,0,18,53
643,40,887.749334099462,0,17,86
644,42,270.40581576354094,0,4,68
645,9,232.3138745762074,0,2,60
646,27,470.8506098622049,0,1,23
647,2,272.4382770645158,2,9,61
648,5,736.9668890932764,2,5,7
649,29,639.5801809740193,0,18,44
650,37,876.237811172125,0,16,55
651,38,91.91092045220084,1,18,75
652,19,915.9325000244941,1,12,39
653,8,300.41514040338865,2,16,59
654,48,495.7874024677142,0,17,98
655,45,444.2253215802472,1,10,5
656,1,762.7085345933797,2,19,42
657,22,426.1299763375241,0,19,89
658,17,944.1176141929153,0,12,92
659,7,903.5085438121897,0,10,14
660,25,873.4395404498115,0,19,27
661,45,80.54574932174562,0,18,16
662,4,855.7154809384001,1,9,91
663,36,783.8190909887784,0,2,2
664,6,112.4778175360697,0,5,19
665,31,116.34018218185965,2,6,23
666,19,110.15217340236576,0,19,41
667,44,21.219267272442664,0,4,14
668,39,553.1479621426378,0,8,47
669,27,973.6603485216829,0,9,63
670,10,444.2978558707956,0,13,90
671,26,545.3499268684828,2,10,8
672,19,968.290098802256,0,16,27
673,39,262.63040648648837,1,10,40
674,3,859.8855500722804,0,6,28
675,45,550.9265625396188,2,10,68
676,13,573.7817495163806,1,12,61
677,28,349.7421186352107,2,18,38
678,20,565.9685173572391,0,5,75
679,28,82.41108438350109,2,1,24
680,8,766.9971368879711,2,13,28
681,41,291.84088392882893,1,15,41
682,39,888.7322461990154,0,6,18
683,1,374.1721876613839,0,0,49
684,3,151.39586938201376,0,1,85
685,13,698.9227586248002,0,8,26
686,28,172.93236326636782,1,17,3
687,49,756.1437103875605,1,19,77
688,25,968.4311140420554,1,17,38
689,33,781.7573401073091,0,17,92
690,38,32.22475594701143,0,9,14
691,6,603.8869301722469,0,7,1
692,44,698.4565642600271,0,7,92
693,45,827.2037425383223,1,1,11
694,32,65.44228584961016,0,17,40
695,45,485.3067496727635,1,10,4
696,47,540.0171639120103,0,10,34
697,21,177.43361401773626,2,18,65
698,16,329.2253116135431,0,10,56
699,21,445.8195089936035,0,9,10
700,11,834.8775910782234,0,7,81
701,37,930.1134904095048,0,14,71
702,36,632.1386006284962,1,7,64
703,35,400.99573416124747,1,18,13
704,19,261.4907076209961,0,0,22
705,20,982.3138325917889,0,19,56
706,18,983.1897980955948,1,2,65
707,47,925.7271787526844,0,11,92
708,41,787.812458379041,0,15,97
709,49,332.52174830816205,2,15,13
710,14,818.8304786626544,0,16,1
711,15,414.70508709846087,1,15,38
712,31,333.50536717349473,1,8,58
713,1,747.4167048816167,2,18,25
714,3,88.85738834421866,1,0,42
715,16,58.077096062705074,0,17,85
716,23,453.47416020937374,0,5,33
717,11,451.1824128139403,2,5,57
718,12,896.6877115331965,0,11,37
719,10,134.89156532493863,1,2,57
720,32,132.05108817788866,2,10,98
721,16,155.97807447015217,1,5,62
722,8,39.43889868165658,0,13,3
723,38,81.0144204367593,0,17,30
724,12,663.2711681607486,0,15,67
725,24,437.26848582633414,0,12,63
726,28,765.9670364171335,2,0,82
727,8,992.6717413958436,1,5,23
728,28,662.4443342880113,1,13,72
729,36,59.9510149139225,0,16,73
730,26,113.5172361067981,0,12,66
731,8,882.1940439665608,0,12,61
732,28,532.2209851126789,0,8,2
733,28,826.5887878017826,0,5,27
734,37,858.0462128626768,0,5,48
735,41,928.397796084524,0,4,63
736,36,950.330913431502,0,13,5
737,27,559.2775385382731,2,13,1
738,17,347.60997053347353,0,3,22
739,9,962.2462256045186,1,1,74
740,33,551.932341941213,0,1,24
741,20,73.61019572506493,0,16,59
742,13,646.3487845592664,0,9,79
743,28,591.8079028910606,1,13,97
744,48,896.8349441657589,0,18,50
745,29,656.6553172662343,0,16,23
746,13,355.56190021693584,2,10,78
747,46,966.5634684487623,0,6,18
748,35,803.6032911222132,0,8,89
749,6,634.1134421975408,0,13,22
750,18,299.99595136909164,0,3,44
751,5,379.8048933511526,1,13,44
752,47,673.2702248556901,1,19,37
753,25,81.2610102786885,0,19,7
754,2,264.11378573376084,0,16,90
755,10,716.761924062632,1,18,24
756,30,485.2183247461747,0,16,77
757,45,408.3696291662858,2,13,41
758,5,159.94304617641035,0,12,70
759,33,447.4305441329553,1,13,85
760,1,772.9850510526315,2,15,71
761,18,271.3727176111741,1,14,18
762,32,15.34455676184064,0,18,79
763,47,671.819852139473,1,10,72
764,49,972.900338388227,1,11,60
765,11,610.758297952697,1,10,52
766,21,128.72264033785882,0,4,80
767,26,327.5257614212263,1,7,49
768,25,868.9651985730211,0,5,67
769,22,240.2423935142603,0,15,45
770,27,611.6189444626319,1,11,9
771,49,408.64449617145783,0,5,26
772,13,215.76528420545253,1,12,26
773,33,815.2728246290328,2,6,30
774,34,745.4029637010334,2,7,27
775,41,664.9751552996728,1,11,80
