customer_id,latitude,longitude,frequency_of_purchases,avg_purchase_value,num_products_purchased
44,73.67767237418076,20.9282969261574,41,919.3877450857635,17
45,-43.41960331199695,95.07348007667338,40,366.14346080749795,16
46,29.254011183716756,42.96647013706763,39,937.6138776876027,12
47,-33.89200630390603,-96.43179139194378,22,464.83502520860577,2
48,3.612243812005943,-179.6605046901035,24,964.7093676737641,16
49,8.407850281790331,92.57420891067812,38,739.9812619246126,1
50,-56.72619800540513,174.67463732799376,2,831.0412457158344,2
51,84.52523299762055,111.56872331019252,41,113.82811946551098,13
52,49.52390820500062,-14.325617463618471,41,590.2800189099441,16
53,79.10980948155404,145.35621410367838,19,151.2733562310573,1
54,71.0689230769768,-32.45483767739398,41,304.6447920304643,19
55,17.62199618599533,8.976270327648308,2,627.3297521055954,4
56,75.93736230416104,-8.233283737554018,28,728.9634476469519,3
57,-74.0713496306545,-18.85540584041101,32,48.79194419113833,2
58,-54.72308476455387,99.06867694580609,19,535.6342937616411,12
59,-81.85908799610314,9.636806617017129,16,569.6608464269875,13
60,-31.440540462612418,-65.98183607092221,30,88.03971713909915,18
61,-20.038087855893238,-87.0630596429478,22,505.6811538587559,5
62,-41.15717428069873,-166.41096589172398,14,716.7038572493283,12
63,59.17275164734727,29.950258277896552,1,62.69501202677566,19
64,-25.784401195153933,-97.21389045562769,45,762.6650985607224,1
65,-39.43178825627146,-126.6717880741021,2,580.6622398550954,9
66,7.685294968484726,55.378786977963955,22,834.894936189073,1
67,-64.63363950454273,65.23533281575757,46,225.88194712552922,18
68,54.395456535727135,90.77576121275973,33,834.9409473709873,3
69,-76.58088413764125,1.2876826818929317,15,103.61536551479331,6
70,87.63964858809311,141.85965787339916,41,409.79139948022464,4
71,49.004058473398345,157.083391223362,22,207.489943609402,12
72,-54.23117732384897,110.65353832529621,40,877.2606239679654,12
73,-89.00601891775156,48.81365352294739,39,707.8706181387561,5
74,56.783057121870144,-70.66045670717207,41,35.1081593891209,13
75,37.234321892571074,173.8601717832796,41,19.42812205781656,12
76,41.22129024737771,-81.3109798109022,11,298.336761936853,4
77,48.82866240347025,-107.04350808344482,4,151.85028313775973,6
78,-76.67196268786374,-20.824519036830196,7,634.0014327845938,19
79,-25.47616886203093,-159.53739454354016,21,667.1589645437342,6
80,-69.14356928547664,172.2580072818447,7,942.5313946247538,6
81,65.35861665760683,31.836080309912944,4,952.5195253003825,11
82,22.193662828960427,20.50275299910308,12,662.3077383572321,14
83,-30.438355526523146,56.08666076389915,27,15.618361724181632,3
84,-78.55949694851574,-1.071486800205605,17,365.4079374039182,8
85,-34.0231820911808,-168.45713384596502,20,518.0100981147935,4
86,-31.46700203518553,40.43206398254284,31,504.18795894338126,16
87,41.329112100851546,77.822595704315,26,607.3072232072044,18
88,24.760344843938356,-29.970338175340856,31,960.9459679767128,7
89,69.69829366373878,92.62640594562947,35,886.3407650356023,11
90,-5.0013134708491265,-98.27953223816858,9,117.81895311598339,8
91,-68.4730357311057,-100.34042721617375,5,273.32058747945933,6
92,38.384061700139114,-121.88988443247338,48,834.7783232454399,16
93,46.94130875104153,-46.08188647590174,8,826.0638397310149,5
94,11.029895562509324,124.9243327400701,21,282.61701688045423,6
95,48.77409239182097,118.04834237366316,16,733.2821503792584,6
96,-1.1167926544096645,-42.18328513313864,16,675.3170049306788,2
97,4.091909288758927,32.08274495288515,18,478.7887253202619,7
98,-13.042616695461064,79.49387393096964,47,209.44040315223907,9
99,-85.42455718606287,-93.16556113391172,28,889.7567490851453,15
100,-70.57954314120519,-119.46920907789105,18,681.0726724637665,14
101,-84.34274657638784,169.95455755643195,14,177.30299562959095,13
102,24.553874027480475,42.32063275546267,48,707.7543213924522,5
103,-33.4159234062612,173.30965986011898,37,744.0193823812101,17
104,1.542724409646496,-58.40784463239753,40,888.0114822698303,5
105,73.36196530669673,73.09141199068733,16,230.61086268951559,3
106,-45.12739875320251,-99.86269084515442,21,988.8665643592725,9
107,-16.131073853586642,-85.96793834139135,1,161.85948830165202,9
108,45.99920493774877,4.284763657064644,11,604.6820029409872,4
109,-48.81633021150796,-64.93747481709435,11,660.6047402207437,11
110,-76.14361623081726,-119.6562370173896,2,424.7633663132019,17
111,-37.84473847552176,-85.36294728384264,32,480.2873316826827,14
112,-60.9801682942792,-167.13057799228872,19,892.0009957549161,10
113,77.34557742166317,73.59250373189519,5,648.8214873688073,5
114,55.461668321595056,-2.8380034490898254,3,502.0309486523394,17
115,24.012676171876222,-146.07249609437076,28,137.06606680918944,16
116,66.86290623378918,-118.19016247374316,26,17.26424897090329,1
117,54.660973841840615,-143.08756627944814,23,133.7189319703151,10
118,-56.41738940051355,40.53341097931553,30,956.6227218017403,12
119,70.660619728196,-146.08426909950225,8,766.4459151614174,18
120,7.081603544817128,91.54163989267778,36,967.4451642351453,1
121,55.33922792953126,-172.61606904465918,29,45.35162261109014,12
122,71.29643398622878,-90.22471632147884,13,683.4181998200529,6
123,-32.7593745050645,140.64000332108657,25,53.850591139383816,8
124,-70.19065358501818,78.6712745240086,22,784.235904180135,14
125,-48.9716707424505,-153.73140014675243,46,387.14067100784234,5
126,-13.120598047273859,115.6053976146647,33,104.80770650542989,4
127,57.24265786604877,-2.5073562455262675,37,572.3661753696401,16
128,64.93150498614182,124.8418897807785,7,287.3189946353742,6
129,-88.74861650438568,36.266318802141626,23,662.9782024531003,3
130,1.9345144639618326,65.45989153182913,6,661.5930119186525,4
131,-14.866019433219776,177.66056174245495,15,707.9573993795453,8
132,-50.02059411526856,-96.35920346735345,15,992.5404279899815,14
133,-68.42423387993709,44.62040691409982,40,392.8307328479313,7
134,-29.22926914734697,-14.28429957933659,34,470.6623197402499,4
135,79.72374670425344,-165.7972969478311,14,806.5655840150874,19
136,-31.82347223626406,-174.7905690589686,29,582.5863227916665,11
137,3.382311913805893,-137.0777119855709,16,46.88463858092164,15
138,36.54341260113202,53.673026593877324,29,844.6477350572579,16
139,-24.54667157172709,24.178711648821206,23,60.983695118660556,6
140,84.92077488977293,19.234642018941884,10,179.11193512686646,12
141,83.24051308958002,-168.53156548982636,47,111.05916730444532,8
142,-44.67918675143445,-11.050921310397456,4,87.14786155230898,10
143,-0.495268939370618,152.86421442331027,12,35.428026551663095,11
144,-35.84190423298146,-36.86692704816721,42,64.47743683264372,9
145,-38.72871101205583,44.972089123844285,34,448.01479728702185,17
146,-83.3603494761841,100.73472322433167,4,260.32374728278774,14
147,19.721580116381432,102.21310049107956,20,135.27151458463055,3
148,0.4822241811950647,6.940829662297688,28,662.1184872992608,9
149,-80.73382477500192,128.86270034484107,28,233.85079152791593,18
150,-39.84363643740994,-39.1038863890511,6,28.75966379136136,17
151,73.48785947399767,139.9295573225274,14,424.2355859296544,5
152,-46.878859679944966,-93.51822009760369,35,317.32866205852207,6
153,-63.91892302357984,-79.12209348339442,47,325.41838703302784,3
154,-1.898503150038664,-160.87657528835962,1,450.81732789974586,16
155,87.41708173990813,106.40946115522183,19,672.2247879619349,15
156,-46.43005112792993,-29.860114956226,1,620.3143288376141,8
157,30.98439853305814,-97.51801899189634,13,937.8889936909868,9
158,47.09153075916916,-96.55550005803133,8,522.5394996394963,4
159,-47.22524208136806,144.50397884252396,18,477.84421062782144,13
160,41.07894275013473,120.20997616597327,35,221.280290864728,3
161,-23.799036110534416,19.271118728586003,23,757.8274759596752,7
162,23.815049506844304,41.79988814965958,26,149.36801845214188,16
163,24.035347936961045,-9.242794601895241,41,496.22156092227925,17
164,6.439443133456521,-39.00004456362882,38,427.10897640357,17
165,-73.7478413902065,149.5716772385993,20,661.7178696203591,19
166,60.35444920606284,-134.77942673269126,2,918.4452552570923,17
167,-32.25958830508755,-29.35915570215795,26,947.1296355832402,2
168,-56.426668128026236,-55.95771312436487,36,176.12127449152683,5
169,-82.6604745201425,-0.6657407095866006,25,269.1990460845064,16
170,16.36072977388352,-15.252525163736976,30,813.5189667650595,11
171,31.961585131610832,6.8002313943893,18,523.0969648247009,6
172,-87.01419079298589,-129.62916819828212,7,458.50422267217454,11
173,2.1767504938705713,4.730940544779742,27,713.5191978568988,1
174,-49.230760464371166,-92.72922700060408,11,605.9057030809021,19
175,26.131102273700975,-113.64071436425115,37,971.0069138771213,3
176,-58.61404277910154,-156.65968123697115,8,588.1349057653842,8
177,34.36879285844387,94.55492115221074,11,471.31408808378075,18
178,-20.38763766590327,-26.120908491638403,24,547.3891884573939,13
179,78.61139797261222,45.591725992232995,30,810.4544185300035,1
180,-65.2462300537212,81.93360358970762,30,616.5483062173686,17
181,-28.60805681095347,64.55399951287927,15,650.5776104728506,5
182,-69.57476617669397,-10.619741127714377,35,971.7244912362261,12
183,76.44485129014129,-40.35652957737727,39,622.2115295812027,11
184,67.9210836085766,-44.65443252936106,24,386.4823958511944,18
185,-43.57050701127199,50.41756689482028,8,694.4127667426686,8
186,28.79712828615223,-1.874032220925585,43,662.8648030075383,13
187,57.09999603621884,125.68760927586379,42,23.709159151318087,2
188,9.936146087903225,134.89271435761634,20,472.6560038179748,16
189,5.337104104081163,-118.59826391765336,41,745.4745668535753,12
190,-46.4665876379187,-130.95588544353876,47,504.05104314391764,8
191,-73.24150179493815,46.94433337295982,26,781.8249245760355,4
192,71.49883643159882,-71.5587306975794,24,456.3748594633382,14
193,72.07525028939949,-173.31454124456442,22,983.4883816608633,9
194,23.95826230918823,139.91136097066385,5,299.9626733118498,11
195,-28.97463761123388,-98.31572379222902,15,101.2013820646128,16
196,-27.14227656972104,154.5410346068913,36,435.71168314255635,6
197,40.6720221966431,78.2764023161713,37,546.2919346251798,12
198,71.47984679146387,94.55525636813434,29,355.6027943656369,19
199,69.67555636772113,-107.47386151446224,15,249.8583485167794,16
200,50.37759825437229,-95.69000677794735,27,675.3381044716341,13
201,25.565696307771802,7.656391376663663,49,383.35384885768957,4
202,-74.85480630089121,-118.04405304604961,8,635.0548438096305,12
203,-60.90683146296952,-70.04459063410837,29,781.2807341127881,4
204,71.73975393487427,-64.27350793879039,19,763.3926014824235,17
205,19.157230738726184,-122.53322402900493,31,381.5562175293344,14
206,-88.34453070900666,-106.13417997774214,9,572.219246660673,17
207,-71.73512228411423,103.87866312297234,10,455.16164219831495,1
208,29.430318439450048,-119.80949236298338,37,872.0972001825636,1
209,-89.08891490768063,-169.7553389361879,10,879.9708950019992,2
210,-61.054550744850246,46.56777934641784,33,350.30416705915644,17
211,8.772082085985502,171.35392298128198,25,100.82007339994342,1
212,34.54113558468478,-60.763026735676306,4,175.90665849077928,12
213,27.3530267104681,-137.28394684934918,5,373.3317247095749,13
214,-49.63152429709924,25.339437132311076,23,568.6074552153608,14
215,38.19225984255647,146.28751599443262,39,660.219140854785,10
216,-47.295164250575986,102.26224073825239,5,338.05733582314025,12
217,-31.428054331331808,44.10571262857775,8,670.8241284277459,18
218,44.36845292124434,-66.57966122126422,17,938.3625838370184,7
219,26.93392182849864,15.076862379439177,1,655.4939858972609,19
220,62.86021388895202,-147.15185713046807,12,166.97957714990773,15
221,28.37032061406181,64.42035274104117,35,583.8722238478513,7
222,12.29554860038489,81.03456680315429,14,546.476561599313,14
223,-73.13854179094335,167.41138424757077,48,871.9931097894365,9
224,-23.811155449301964,-86.2569508517742,18,356.8000246608446,5
225,-42.26357381728942,-173.35568914451184,10,428.71615395611315,1
226,-46.08186419176496,16.41904719377422,15,602.6724649316287,16
227,85.14189985544022,74.4445815828532,42,529.1810586246052,5
228,-19.24240955998313,104.54669131787568,33,721.8264264811224,8
229,70.5683799318804,-110.25398411106818,19,49.98510100337086,19
230,23.60495267950732,-85.76896714667149,34,567.8808590148902,12
231,53.06603463749673,4.5327330962266785,45,130.45517407383653,8
232,0.47467675893457795,-60.98370841079934,25,322.0569025945241,8
233,13.842699232744636,129.78413517148022,16,665.0105929170664,6
234,-1.346815112604503,-9.44634465406071,8,165.84005858625594,9
235,-54.85626219635199,107.84831187672108,35,315.75341714958256,2
236,40.041380747070946,29.02311377364734,21,705.9764180069589,18
237,-39.46097476064595,98.31245098216033,19,654.2971901015655,1
238,-85.62312604233831,-60.23772484908342,46,100.12927251764067,11
239,26.1850132632902,119.30998389491202,11,581.4958085574007,15
240,-58.120077706731195,-81.15396640163223,44,155.78191729945306,12
241,79.28254518352458,16.5955708811847,11,259.74866492734776,3
242,81.70714386046572,-102.95743925740528,11,464.61916584942094,19
243,74.67559023968073,-8.810452214570404,22,118.25335506520723,19
244,-23.371433954020006,-65.45692457686687,21,993.7104982393811,10
245,-87.21780902480387,-83.98676497060288,27,173.71586544346113,16
246,77.09734126579056,168.11460649009348,18,783.4995021443183,6
247,-12.926853302883416,-122.37332202477697,42,831.5404565729928,9
248,83.99786742786051,103.43730148466227,48,994.5193301970414,8
249,83.45159587606551,174.2993854139574,40,434.36668567374574,16
250,63.54170198412481,-172.83546585357198,38,875.3535749379466,8
251,-36.99919942747458,71.6498690551542,30,957.9640446266825,18
252,-20.68240885165345,-88.95174999973663,45,181.16520344572046,5
253,63.20460087303425,-165.4243832418104,47,484.6417281689373,12
254,-32.95403907187002,-34.9597515756129,45,69.41071066752684,6
255,-59.49130559650335,156.67841166151499,33,624.5167719039596,2
256,10.224227242503034,-175.76456602788085,21,585.5920952880007,4
257,78.50785934894057,31.638849094721394,2,212.0850218165652,16
258,35.28536340149515,0.5027322943167576,13,799.9237313051848,14
259,12.611010616085693,134.4182991735771,2,46.896035535904474,17
260,-72.50823112126166,-149.75938277257475,43,808.1650508862815,19
261,20.70130080585055,65.34937075919413,45,36.378838252228704,4
262,88.20969301876738,64.83949143597982,31,660.2605240149868,18
263,-64.78487725742568,60.868806070421954,10,87.98181877575226,12
264,3.299337425472615,159.24041817661333,23,258.7132641191997,2
265,67.92715294703197,116.31151044247696,22,724.6942158187175,6
266,43.338351195756786,-164.88981855233783,47,287.6007516291329,6
267,35.462833379148236,-10.41017374637525,29,516.0621102305574,3
268,36.447135117679665,-36.73689976751996,33,916.0957868249133,8
269,-25.291592780444063,-68.34700040731126,31,59.13801049621256,12
270,-37.153468032391196,-17.518778944524968,14,812.9689957983168,3
271,55.68500798613246,-41.690093426648104,10,74.61927858280464,2
272,55.820411042252545,-24.35979604368049,18,135.52689589330987,1
273,66.07301734441867,172.53427161911128,11,128.12591285031874,18
274,74.38329946016484,-148.09212909015093,39,994.1612603786189,18
275,2.041631794968808,152.00311314194272,47,188.38445613821807,8
276,0.27293304369592875,-7.114783150430384,3,897.7942277937055,14
277,53.69313221401953,44.547208379834814,2,991.0228413170886,13
278,26.993507539997722,118.86586798236976,8,389.946922708175,15
279,36.35403790638661,-50.233309506268,31,634.7380580933985,15
280,53.2426804984982,-25.048113088331917,8,781.3003412259765,13
281,70.20096152716192,-32.57334709966298,43,398.7186310178462,4
282,-29.160871766723552,-45.096831887126456,48,170.19599909282923,4
283,-22.39506852481007,153.19055579288215,2,439.4251163546356,5
284,-73.08325082864357,118.41476082948435,22,774.1687685529151,3
285,14.090425379311313,-140.7600036493286,5,782.9551351209191,12
286,-83.53039071658642,-141.0755931082454,7,238.2334042492042,12
287,-6.192356736157166,-25.96697465292317,20,183.21598349183907,7
288,7.676034247363788,-144.48334437618874,28,921.3550950793461,7
289,-38.422574616908804,42.873514297603066,13,53.559040252727456,1
290,16.349986902421932,-128.27102138577578,2,737.391091007436,12
291,-84.5099550109711,8.054375028048383,32,55.957171592286464,3
292,-83.2773260251414,-177.4008190786616,26,839.521050352378,15
293,58.06810091873848,-66.02531457144718,3,906.360665202741,9
294,-25.16568454597268,63.788660522155965,41,304.444932986808,9
295,-67.12910772266073,-5.74598151797457,42,83.1962870815306,14
296,4.003786809864792,172.1770149596357,13,485.8776909839543,3
297,48.598839557749955,134.67736658383586,21,305.47840637802204,8
298,-51.15221505056823,-50.73451954446557,45,422.96478138227525,6
299,22.120285647420047,-163.62484506998115,37,668.3355989537935,12
300,-74.63745630112176,124.42546804140676,23,217.7277755892298,2
301,-80.69729018965062,148.04435171328169,7,363.3820538189455,3
302,5.643833682266646,115.42586163085326,17,784.736865389747,14
303,7.314321889819169,-133.93802126888465,28,647.3243304532934,17
304,24.737382269677184,179.24944838842356,47,333.0127362397263,3
305,40.69644007007909,-86.90968024100142,30,667.6585842573293,4
306,85.65337430325624,80.71376861101322,5,767.6597936630469,15
307,2.9340626942151573,146.89255548085976,24,596.5607251432596,7
308,-31.867834870575727,-95.1526388409446,7,247.10186417599843,19
309,53.13351505836667,146.97307968374378,34,10.242837606873138,14
310,-41.25019477282664,-68.58663148984789,42,804.8206159183985,16
311,-10.985144272985508,171.50876005826024,33,824.4072197630028,13
312,-75.87785135839212,-78.74639266302914,27,700.6284563804184,17
313,-85.43686618521765,163.23689691282067,14,85.81512205393766,17
314,83.27671464202652,-160.72392567863704,19,589.3700646329658,10
315,60.47642169219705,75.3379242011327,48,822.8104645588912,7
316,35.27535709686563,11.560008181321336,38,395.771636907084,17
317,-16.388470005431415,-7.964252235816957,12,206.02072687805156,12
318,-58.807022387247756,-99.54204686789761,3,591.751024269056,11
319,-61.84133231920451,74.0144843195371,7,828.0435610278691,10
320,-44.95627833037284,-111.30858307932944,35,58.38125911999491,8
321,8.860799647101686,19.023046554516554,25,600.9817049891284,15
322,38.62726608601122,-88.8316693055097,49,646.7420573859486,18
323,28.835527809191632,164.02369672128822,15,606.3433689547968,13
324,-39.61189854973029,-169.69277021916497,19,653.5333473946781,16
325,81.87575051937495,-108.09781915995484,19,635.061554528113,13
326,42.82144500523833,-92.76818170051882,23,139.09984613054556,4
327,9.783729452052128,-30.935582723586094,11,242.5874091794262,11
328,20.1097343221834,-96.21711292678073,21,622.8040652361201,19
329,-14.47198876299781,-3.1143275032373197,34,27.516229525403066,8
330,-45.408421889791654,134.08758837307403,39,638.397073536012,10
331,-25.924917842772913,76.34283170730146,7,668.7327575471817,12
332,46.41229988358643,28.786312992639978,42,246.78301226304188,11
333,-87.40917204664395,-147.95885592623534,44,602.1515014556082,4
334,-69.10692470875507,69.83715902013921,27,538.7491601165269,19
335,-81.7195244360845,-120.09085764806164,23,268.08463267158265,10
336,-82.66881558258538,103.09225894621125,38,468.34427175600706,15
337,63.982905121981304,-89.97956693634485,20,910.5282841180597,13
338,36.658414688404264,-29.862457804475667,27,432.33675265528404,13
339,-4.648710764281461,-53.83072716554595,8,633.5457351107067,18
340,-72.38985108281973,129.17300928294844,37,44.997312830287264,7
341,-1.5091424789701762,-134.4439948631731,3,87.02211218887781,14
342,-4.7750812594981795,23.63215765852391,2,90.49499257028528,5
343,-58.82366341619726,-128.8578206004976,22,780.458355990181,9
344,-11.906703137164854,73.72650100758719,6,356.75432585541813,17
345,-18.26914780847278,145.82812600601324,39,235.33557148215522,5
346,20.853017649398964,-23.54124460778877,40,749.8513227672055,16
347,24.316857156175885,-4.2867863046086825,36,178.2604619306127,9
348,-81.84527824103199,153.87222113379443,44,254.02759981957783,17
349,-22.569729367235183,7.556899913768575,24,436.62212883732064,18
350,22.654784828562555,-4.464562302158072,12,338.12368832446714,3
351,0.5645265444157843,28.198476973549504,17,589.5382889262778,5
352,64.16817141389802,68.12270509066269,22,344.4622128840992,17
353,28.564853691410107,-141.5219849686687,19,399.022119500303,4
354,-60.671803125342656,115.59978998694578,9,864.2577421669911,4
355,-77.29762546792263,-23.218190116826662,12,885.6861252317224,7
356,25.635470077136816,-153.95453643690522,32,829.4340789052734,8
357,-85.22796410250807,103.02576091135671,31,866.1826233775863,2
358,15.439604629223396,-44.29801019294206,17,574.0313826457259,10
359,79.24144345649236,-143.86770176578057,23,649.7708826038701,5
360,13.58535201765821,48.1604542355702,10,561.6014348893912,17
361,-20.12941328282605,136.84728723611101,30,787.7322032123908,7
362,25.791879319623575,139.59126338903508,19,555.4904809038297,2
363,-7.514479711527002,164.75885093123037,26,119.96619490527273,6
364,8.21102207686829,132.37396551600767,26,811.4843192522912,10
365,79.46366557977453,-179.22926903562893,11,762.979318970761,9
366,-20.501525195860637,-43.113180091179515,20,822.0975893297991,5
367,83.01430148830457,114.67532876598108,45,198.52516875586423,3
368,72.96311555209147,-48.148917840549274,4,278.9008821878174,11
369,-54.75759573792664,36.55746229669421,47,302.7941802908947,10
370,-77.51496584247022,38.27410105483153,12,512.9997308238169,16
371,-71.8599597520632,-48.5908905460237,25,142.53831332182517,19
372,-86.72007138272104,145.61061382126354,10,391.52793574211864,1
373,-73.00026706393288,1.1622043390023293,22,190.3365794682393,11
374,32.941219214944226,-12.677685862499715,7,272.1150859024091,15
375,-77.18604327715879,179.10494843828252,24,709.323758212843,7
376,-32.58438654712297,-2.339868933858014,2,856.2630447541083,8
377,62.07755597450182,-115.77662930571083,32,32.67680793121202,16
378,-85.81105156755135,4.704992230837689,21,570.2379937214504,18
379,56.60432686600845,113.04602478717482,7,45.69916444164446,11
380,-39.266140540788015,99.6697176833813,8,94.39675256143478,1
381,-68.73033102810187,103.88943543904958,38,708.0331942679679,16
382,35.412689765547114,74.88856223924824,21,738.2520254370954,4
383,23.20971242037912,-88.48158153599225,8,815.8408664410708,6
384,67.94496243486952,130.35027090248332,25,479.4990966526019,11
385,42.312787884699446,141.63964753545542,28,861.2094071960263,6
386,54.62656746927274,-110.10502921732234,28,175.1699087252081,10
387,-39.23377693716483,-133.0359708414982,31,257.21924949865263,6
388,-58.06088211964989,171.21778869208032,36,143.1571261259516,10
389,45.11065529535449,132.59662691413246,25,799.5618879760578,5
390,55.230253068107515,141.5650129955808,41,236.38836720275273,9
391,88.2909255601212,139.09549846478228,37,163.95613033071268,7
392,-15.72881815594323,15.007256652142217,38,626.8795807121757,17
393,-23.03674455729903,52.70462519968788,12,86.31120609706767,12
394,49.754332933559425,16.33062676811099,37,54.45127444797081,11
395,-28.65536275445679,-161.56571429148153,37,115.65047206693433,6
396,77.53631860864164,88.38111072699814,31,10.238475147295919,11
397,64.51429533174212,1.9195320009168881,18,700.0202526795745,11
398,-12.78107507249669,53.17526692448271,26,566.6129684973339,14
399,45.15679220246952,0.9503297911927007,6,217.77635794734664,16
400,45.81771733524283,-2.947923963915855,9,240.6748984978199,2
401,-71.43770360953212,-118.15592058800394,11,812.8589124853393,2
402,72.459523202322,-79.66306254918638,31,506.8019147016974,5
403,0.9454270406142911,-122.81303090017592,46,701.5430735109222,14
404,58.7623438993935,-109.56013357487673,2,458.22789676216644,10
405,-32.391071814489884,170.27185695130976,29,245.34084576058436,10
406,71.19418112931609,-124.87915952200856,46,970.6987726760777,18
407,-19.94369782785064,-83.06264725012525,42,569.9910877416435,9
408,-88.0492227335463,32.61227678589057,5,139.67208473023328,4
409,72.96875575546747,39.664287445191064,23,412.0291417620677,17
410,-73.56839817849595,-124.56931329222154,36,336.0440378274317,2
411,-32.52354523372532,105.73827328267646,7,221.94659390263612,14
412,81.01115406914488,102.673032448617,13,934.105589347857,1
413,81.10928644876009,-94.56562648659921,42,882.110795505155,7
414,13.218819862191495,-76.08013103683423,10,207.15564535491524,4
415,23.73069819056387,157.67563156541888,36,358.62641016496156,9
416,-9.27980604390244,117.2417205526121,16,764.6922377541134,3
417,-37.22206109434838,71.20693190250859,15,216.42098765881352,5
418,-30.84038183341513,-150.39604025618382,43,595.649213978202,10
419,31.05332209386691,-29.424930875072732,19,702.7960027035684,10
420,45.42741529878239,21.348673947657716,21,657.4326024536587,4
421,52.484227870652745,-112.5319363258403,35,709.3445538727456,17
422,52.13126570301969,-18.638430441039162,15,709.6325931384753,17
423,-73.58290145123573,36.369315895928395,48,965.1578606504391,19
424,-1.0043451535353398,-62.14439515845628,14,353.0339006251164,6
425,-79.63942319700402,101.14013482217536,29,879.8045201320812,1
426,8.915198818272401,122.56184938996995,5,31.58899188995571,14
427,-10.524509752792142,-63.50059100373453,49,295.32093369005037,13
428,69.78675289649397,121.9165756172846,18,58.16922417914025,3
429,-26.835297740625833,-142.7124362029146,1,654.6919203562818,2
430,-68.92793704303094,121.58247550415626,27,109.78246702430337,7
431,-64.26149723048954,-125.00984459965802,27,847.2497950155258,12
432,47.07191370914501,-150.14622509649863,25,650.1257669523571,2
433,21.279251396926995,51.03914559876404,41,38.527247043069636,11
434,-71.79791829789775,-10.10254832809403,21,717.6295917802768,16
435,-74.86077489930047,146.8406161486198,14,863.4145977843915,5
436,36.17444366264159,-49.25188940729427,20,664.509797585528,17
437,-76.90265885444516,-76.62518516245368,28,40.21897377568186,3
438,57.93481067226412,0.26456621191141494,21,859.3403529758025,14
439,37.12360088816932,-15.859373123281927,23,735.1392738046947,16
440,-75.35721948445804,-56.00590336181223,11,384.66679935914436,17
441,-74.72921146466545,69.7468675313983,2,335.3439557323476,19
442,87.59512413021159,93.44226020900697,20,485.0219795933657,4
443,-22.631256763898335,127.07422885084918,24,868.4307334284922,9
444,-23.28441352795963,170.22837769572345,25,259.53875835086194,11
445,56.303922106350456,-84.00377083229839,37,109.95417312878912,5
446,80.50474392909456,77.79365369638617,22,865.9900092314394,11
447,87.48019148811676,-38.06703522153171,24,36.02695039191572,13
448,45.6080733466095,63.7495099023989,15,911.8870520216238,2
449,-22.27327460443516,-8.646591474280683,12,312.6877423583867,2
