customer_id,frequency_of_purchases,avg_purchase_value,num_products_purchased,days_since_last_purchase
142,39,291.0393997748061,15,149
143,27,487.46841075624803,12,135
144,9,722.3834325018652,11,95
145,15,365.2800040839202,17,270
146,15,613.942912003174,18,126
147,26,388.6596159767684,14,359
148,42,311.47795725986947,17,329
149,13,34.61092075663622,15,318
150,32,13.874964678036733,12,12
151,39,234.93560105368442,16,294
152,49,412.34222393298546,6,295
153,32,852.7485556884396,2,342
154,4,800.4994005011212,2,4
155,30,274.49360996211,16,304
156,37,252.09503855445635,2,316
157,23,235.04885035932716,8,168
158,39,345.84496712357833,7,8
159,45,503.2167323660685,1,124
160,15,444.2810943112597,4,314
161,43,226.09046679367881,11,185
162,29,139.14689584418184,7,35
163,36,22.452034361333432,18,73
164,13,162.42360627983882,4,13
165,32,708.3028064921771,17,39
166,7,251.2021836521271,11,84
167,22,473.9157920202947,11,21
168,28,595.3881374340123,11,253
169,2,887.9724938032911,15,303
170,42,889.9665474094853,14,258
171,45,748.2763963445453,17,300
172,6,44.80542212801641,2,30
173,28,579.3197148945608,18,128
174,28,788.7176361231914,16,311
175,44,27.115164315729576,12,40
176,44,554.1877675200125,10,97
177,20,859.1865043281691,16,224
178,30,479.3610550838443,3,92
179,11,14.065140868473968,8,280
180,28,20.903224752251383,2,170
181,25,422.46967703961303,1,284
182,39,163.45858074258703,14,222
183,33,667.806150522327,4,117
184,1,711.7112722570924,4,248
185,27,186.1009975060223,9,361
186,13,889.6479556392401,3,349
187,41,447.4887665291366,5,354
188,3,151.4174485160045,1,89
189,39,766.6090820887015,19,78
190,6,792.0747550166051,1,74
191,8,642.9025179388029,10,14
192,27,854.9308976705275,12,45
193,9,739.9992423103646,10,38
194,37,883.3836798547206,2,245
195,33,439.54916800062466,16,62
196,42,750.1211568184481,8,96
197,44,999.7540477947539,14,323
198,24,727.681885544423,15,252
199,15,123.04194243476084,16,61
200,32,523.1355352048912,11,269
201,32,591.4743133305976,12,119
202,24,182.46856832067706,2,87
203,41,963.2627178362573,4,83
204,49,183.82397985827012,3,80
205,49,185.78234051609053,9,228
206,12,916.0154665948094,18,303
207,39,470.55337879045436,19,111
208,2,72.55639648177103,7,310
209,3,602.2056249391433,4,71
210,49,605.8080851467174,6,328
211,37,73.85575109969618,19,25
212,49,972.7972706773254,1,279
213,17,548.5896656416298,16,202
214,49,564.1977649579666,11,225
215,2,524.9142603573706,4,267
216,2,614.6244618481738,18,283
217,28,271.6567552460174,5,117
218,23,294.3689344950924,6,67
219,37,516.2256988981715,2,47
220,32,808.6189962159438,12,241
221,33,59.36593072923707,9,178
222,1,607.3701700980436,12,8
223,19,808.7103610812509,13,183
224,2,165.3480993168549,17,77
225,44,24.87231656076063,5,67
226,26,319.58616219004347,13,148
227,32,592.2622696623022,13,173
228,6,146.90034167070024,10,35
229,32,431.86114726276065,15,77
230,4,556.7982824005352,15,280
231,11,602.894263809744,18,185
232,17,281.6676037903714,18,55
233,38,406.02933962642845,2,94
234,24,780.5558367768831,11,144
235,5,941.8025471794787,13,247
236,34,863.2615278070747,11,200
237,6,568.6406667160976,4,236
238,22,416.1898749145071,15,314
239,11,339.62704822770405,11,320
240,48,133.70700042317787,18,220
241,16,115.48573474395185,16,332
242,33,691.4740486645211,10,216
243,9,267.19647200944877,12,49
244,6,262.1150695681223,13,285
245,16,998.2131039330078,9,118
246,29,196.04669829505744,13,82
247,3,156.57916189394135,6,263
248,20,107.69837548232141,6,77
249,36,584.0072917151282,11,211
250,19,631.5851877420804,19,122
251,26,371.5756469943131,11,325
252,3,540.0592021563531,10,90
253,19,790.5155356354634,15,258
254,20,819.9231266385309,13,161
255,32,958.3329549584918,8,176
256,7,826.0253060636458,5,293
257,41,569.1930223502524,2,89
258,33,187.86039617847752,16,127
259,40,108.76592212581397,13,359
260,39,63.96677101175061,19,286
261,18,669.8605734675299,9,297
262,40,809.4608928440132,15,260
263,1,513.5971111772383,6,339
264,11,64.16703308530353,8,244
265,28,540.1158688454248,14,111
266,25,936.3917689093049,5,24
267,23,601.6370590231359,17,50
268,31,811.3332135781867,7,37
269,30,802.151121907833,9,181
270,42,932.8078087828463,16,253
271,35,772.5264779933746,18,25
272,7,750.2235088729586,13,349
273,16,241.76163832093417,18,125
274,26,69.32590376787064,10,31
275,48,522.4234704032697,1,237
276,49,133.18986586728764,18,227
277,2,962.5739175152114,19,348
278,1,297.0255150066983,2,38
279,48,854.4147613504501,4,58
280,12,393.74837895043476,11,236
281,5,329.9623073588037,3,181
282,37,935.8069866528549,9,114
283,32,369.68934636536176,10,306
284,9,396.3850295765051,2,132
285,41,115.03086181678007,7,348
286,35,673.7421986296843,15,180
287,19,295.9510203327384,19,78
288,48,589.7481261611122,10,220
289,16,595.4381870126774,14,142
290,3,722.0076986398094,4,43
291,20,747.7890713107168,11,118
292,24,519.307910057524,3,59
293,33,337.682028127369,17,61
294,24,839.0763858863866,7,41
295,11,316.76699291439985,11,274
296,49,512.4340035246381,18,188
297,8,407.24005737169074,14,335
298,36,856.5276021099912,14,187
299,38,437.5993458343705,6,228
300,40,392.23819694910947,9,164
301,20,692.925455968661,3,286
302,35,606.4166987628283,17,102
303,48,116.17436516088762,12,267
304,25,513.0871182805236,4,124
305,35,738.1236044499152,16,153
306,25,992.1540169454427,10,179
307,29,632.8553656306159,7,66
308,18,376.59013577690456,10,99
309,46,233.89008380409723,7,24
310,18,874.101931811787,18,333
311,2,816.4195599923677,9,249
312,35,241.58359257159103,18,165
313,16,208.62576924510773,17,94
314,41,717.9854090430639,11,343
315,36,321.8025412995719,1,124
316,33,313.33481037833826,17,302
317,4,160.76734459697872,4,156
318,33,271.3357645127316,4,349
319,14,433.2324820167231,14,249
320,21,735.5099538996914,9,271
321,48,342.94501346961226,13,58
322,20,335.31829608504427,16,195
323,8,292.06412002691144,1,201
324,7,483.50083083593256,3,72
325,3,188.83033096190215,19,247
326,17,490.77442669180425,8,98
327,33,707.1338006327429,18,329
328,48,39.49259899229595,6,81
329,12,19.681586502704246,6,65
330,22,84.37168105296414,5,5
331,22,540.303461110831,12,284
332,46,855.9105323535493,9,294
333,30,14.835621360049423,9,81
334,38,937.2946915388342,17,87
335,38,115.21572645483045,19,293
336,45,843.5636927776441,17,281
337,8,488.0262173331173,16,197
338,27,662.7638134060555,12,252
339,27,515.5761546027106,3,83
340,34,482.27774292756106,14,27
341,21,836.5504340807476,17,333
342,30,758.3275157721382,16,182
343,33,488.56821415777415,12,135
344,28,120.51957010210099,2,90
345,47,124.24892972126406,8,206
346,33,803.5240661118847,12,27
347,5,534.0967151340582,16,59
348,48,486.77324881716896,8,72
349,19,683.761172947108,16,227
350,4,860.2531675801177,10,91
351,35,632.5844129691721,15,68
352,49,765.2194233230142,4,362
353,17,767.6178188757874,15,260
354,44,362.6988343050295,4,146
355,28,281.34236368458573,11,63
356,30,803.152426503407,6,343
357,29,383.40700386640106,4,180
358,46,904.3026464574781,9,111
359,6,78.99378976281844,9,191
360,35,67.63533695458625,3,246
361,41,927.7341185003942,5,278
362,37,651.9703650396206,15,347
363,24,385.803362883849,9,297
364,29,757.5098106680209,2,337
365,49,675.6035418937048,3,123
366,46,535.8890363514003,12,57
367,31,107.88460923602484,16,160
368,35,814.057791419824,5,127
369,33,867.3629587738185,10,225
370,21,180.4470016671226,15,95
371,32,852.006535457296,14,311
372,23,879.0688379063986,14,6
373,33,553.9343261656309,13,265
374,3,659.6172458604601,16,234
375,18,388.4149468143465,8,288
376,25,288.97373103417334,8,16
377,42,724.7633154821283,17,140
378,31,863.2563975256501,17,297
379,3,657.53677742619,3,195
380,40,516.4747045400837,1,186
381,46,167.33551917572984,17,125
382,24,62.92412547876998,16,17
383,32,451.234872344279,17,26
384,47,58.85606806044706,2,213
385,22,573.6412855881529,14,1
386,23,388.90189940459356,7,291
387,2,759.6172284851498,19,265
388,27,312.5920118678216,1,343
389,42,597.0528739577578,17,38
390,2,542.3066865375495,10,233
391,26,14.665301267018748,6,260
392,17,81.66550428166724,7,308
393,40,297.4645303611603,6,261
394,33,883.4127302105575,5,238
395,9,155.54480535078076,2,106
396,43,713.7853871559362,18,247
397,48,973.6329004907644,17,304
398,39,792.6618771642436,7,343
399,29,250.5159080701735,19,38
400,42,909.2816078089509,7,308
401,26,102.17608494330618,7,343
402,35,473.4605224520284,16,46
403,25,888.6664886491496,12,210
404,24,644.8530521643011,15,93
405,13,419.50811908042186,15,220
406,7,299.8847380697971,11,256
407,36,381.3484112651665,2,137
408,45,513.8523631991934,3,231
409,20,325.85349057407933,19,306
410,1,969.2781834614767,15,202
411,8,933.7468765354837,16,66
412,46,871.9647535321775,1,38
413,16,427.6115371674269,15,155
414,14,694.3887516418766,12,105
415,12,903.801013965605,7,255
416,23,851.9251928021388,7,16
417,15,420.1837438800056,11,79
418,28,121.2621888290381,11,13
419,34,84.87406019620397,17,102
420,2,581.2934047734457,3,152
421,32,646.2016558588223,16,178
422,23,851.3441785510538,5,87
423,22,299.5898701376207,2,88
424,25,175.79578564454206,7,29
425,22,385.2157748464175,10,363
426,22,360.0393723959523,5,321
427,49,141.1442644776762,15,100
428,42,675.5598259880206,12,115
429,6,513.6050213220822,10,210
430,15,723.9115285536186,17,343
431,43,359.16420896803737,11,74
432,37,332.4451894619253,8,135
433,33,477.85009451341705,15,269
434,8,878.6332719411955,2,350
435,44,49.87849366664054,17,78
436,44,806.7844891235073,6,125
437,5,375.29773653117894,13,38
438,39,856.0728355305929,8,269
439,4,804.1809787474979,11,310
440,6,355.2736349221275,15,106
441,45,696.9377699683998,13,44
442,32,168.03642920570573,18,225
443,30,897.3187366421502,18,242
444,47,410.4461538073903,17,153
445,35,461.0693592016482,13,24
446,40,708.701460526615,3,124
447,16,822.6318343378025,7,285
448,13,243.9793158949275,12,348
449,42,664.7366384782255,4,261
450,30,398.078063450257,11,146
451,19,375.0158947639217,14,191
452,17,693.1255657012482,18,165
453,19,393.311441414375,7,71
454,28,352.64741516276354,5,201
455,26,837.52952404498,16,355
456,37,110.26336259269631,11,12
457,26,679.1336966019086,3,52
458,23,256.2381398527184,16,256
459,9,25.343259407928404,11,302
460,12,175.0966261839651,10,360
461,1,610.5949144781091,2,300
462,1,712.035919571078,16,9
463,47,30.847205720756843,17,140
464,34,46.06118886870295,10,100
465,32,903.5166936945236,18,137
466,48,82.57275993258264,12,359
467,25,895.2403370304055,8,22
468,40,235.88425461339673,3,145
469,45,742.6176221566307,3,161
470,1,316.63591645655197,6,249
471,16,860.164505353092,2,175
472,39,703.4503167701143,3,88
473,5,407.7953240156782,17,33
474,22,85.53942963233875,9,271
475,29,735.373182032099,4,283
476,3,620.7159084055297,2,226
477,12,12.882600655450853,9,112
478,26,19.325657412720872,14,82
479,16,810.705043460767,11,213
480,37,266.80574141383534,2,304
481,22,639.772331050785,2,8
482,29,459.67227556759497,5,134
483,14,864.7957143765495,7,118
484,28,917.7915019714637,4,84
485,5,996.8396355520655,14,258
486,47,162.14729444917435,2,243
487,49,864.3344060107206,12,237
488,30,273.36116296151374,10,150
489,46,594.9077161465526,1,21
490,5,510.71510553051877,19,134
491,12,27.80825025666378,16,96
492,16,933.4435671070338,15,13
493,26,87.54378459772626,14,1
494,26,691.3367302136585,9,150
495,48,787.1567678461795,15,117
496,21,797.3349705572074,7,152
497,39,144.13957373955634,4,64
498,36,453.0942510028924,18,150
499,33,831.13458172964,8,317
500,30,309.65241827496715,12,364
501,37,473.0711886209169,15,12
502,23,280.0659537728473,15,90
503,10,468.91590370647094,17,83
504,5,888.9595433669513,2,250
505,36,460.5729887224418,12,33
506,34,560.3528969035772,3,149
507,31,409.9365204700527,7,128
508,10,465.5160113712923,6,100
509,19,25.02245705595748,14,362
510,32,290.90805486085145,5,328
511,1,442.21590452440614,4,212
512,5,637.4590062328016,15,74
513,45,455.55141124835325,7,96
514,4,344.4388728883484,3,92
515,16,394.2177479907156,13,330
516,24,249.87039590846186,10,328
517,16,925.2493399463124,2,175
518,2,526.5257935330054,12,225
519,49,23.27535933340188,12,315
520,28,29.251795835351146,19,175
521,32,973.2320186025212,19,56
522,27,229.23638245951258,3,269
523,20,807.5522059261715,6,35
524,24,67.69254854496873,2,119
525,12,921.9511093276036,13,56
526,35,875.6728336300116,9,309
527,33,575.3822308101695,13,357
528,33,18.908670710423216,14,316
529,43,265.2327652831042,19,105
530,37,412.7544209244803,11,176
531,12,465.46347558008614,14,106
532,3,304.7019709767483,16,80
533,1,42.61838956307468,10,163
534,33,594.2261318672766,16,267
535,40,528.9131210178084,2,51
536,10,290.1706290747869,16,279
537,43,47.59620789391046,14,303
538,44,994.6482453497207,18,75
539,29,487.16632495814184,6,349
540,13,758.4441993563363,7,127
541,12,457.79089470082215,13,246
542,31,52.738587954312024,2,312
543,46,316.50473763464504,15,234
544,2,326.90903959584216,17,155
545,35,839.9693750085258,13,73
546,23,657.6876782198756,7,137
547,17,282.6756046030781,1,274
548,26,968.0625551124951,3,44
549,8,328.32641407389264,18,247
550,29,998.2516855704331,7,149
551,26,996.2020562385605,17,56
552,10,199.29841256927438,12,176
553,26,319.6137050265162,16,356
554,34,491.18375649980766,10,257
555,41,667.459664436412,16,301
556,7,532.7669745137613,18,63
557,4,969.7470544409342,15,314
558,45,726.7492725933346,11,63
559,11,219.92440088914466,18,294
560,29,114.04657471150193,6,29
561,36,691.5172778022632,1,40
562,25,166.86791577895536,7,147
563,21,789.8000719323966,12,88
564,36,317.9263005877336,4,56
565,10,333.62433042505046,10,300
566,37,20.690408465616848,2,193
567,9,704.0011544240903,9,100
568,24,122.13705553403892,10,215
569,35,775.151771688883,11,141
570,49,496.94914369803473,14,49
571,35,786.4370168050234,3,115
572,48,588.0872738057639,1,229
573,36,91.60893929880085,7,252
574,18,767.9958133381313,4,75
575,49,79.10149004580225,7,191
576,39,483.9147033636389,16,199
577,32,180.62572200351366,10,163
578,24,754.8118261981061,15,139
579,23,912.4753155280653,16,49
580,32,558.5849017246915,6,363
581,37,531.8758213561887,4,115
582,12,766.3235643623617,4,168
583,49,15.028024845969938,4,277
584,13,918.5810562088091,17,47
585,23,205.4743289202204,13,259
586,25,984.2776949879749,2,216
587,35,738.8914084808575,6,230
588,41,776.5086362236643,1,127
589,30,659.6409505698705,8,323
590,17,476.94655095730866,18,318
591,49,575.9114164275538,4,225
592,20,55.9388571549744,5,150
593,48,627.7199143376941,5,287
594,25,629.8371209671762,15,46
595,22,892.2887894277914,10,301
596,13,510.5997938559172,8,14
597,19,86.3729303452004,7,121
598,49,313.1339612772604,12,191
599,36,659.0731179931743,11,333
600,12,246.86627412394927,13,344
601,41,287.7225436368469,15,166
602,19,822.2643261972449,17,117
603,12,588.4765344450819,18,124
604,9,513.4421574558368,8,54
605,7,325.2674471377463,6,304
606,28,733.618755573703,11,357
607,14,294.84125014512904,9,271
608,31,739.6928824677335,5,199
609,19,79.40046546476759,7,216
610,47,865.8959281662628,15,113
611,16,504.57079874217345,4,16
612,5,444.1229365319803,19,216
613,35,614.9131774265053,13,135
614,12,627.9501521673077,1,43
615,25,140.7148251210956,1,252
616,21,758.6712539180511,14,284
617,36,283.1690149705623,9,322
618,23,905.9122613682148,12,98
619,16,819.6721567806842,18,60
620,39,352.803381119401,9,230
621,45,809.6619002687073,8,131
622,42,362.8265943069051,14,159
623,39,109.93820481968021,9,312
624,14,962.2693563384508,2,84
625,31,656.0759950632856,1,208
626,5,461.5385313959658,13,174
627,35,403.79561801572925,10,288
628,23,331.4582809156813,8,81
629,29,981.633119474838,7,18
630,43,143.39979247959832,12,196
631,11,321.65700833136265,17,291
632,18,490.6426638798369,12,360
633,47,483.2195496037683,16,356
634,12,476.65281956376504,10,279
635,9,184.025977672078,12,254
636,10,153.48320183840553,11,142
637,44,262.2199104653339,14,165
638,17,915.3808922640354,13,5
639,38,121.92243815616503,2,251
640,7,759.8508523395916,7,150
641,46,759.9729092020376,1,28
642,13,811.6726998582897,3,237
643,40,887.749334099462,12,132
644,42,270.40581576354094,5,306
645,9,232.3138745762074,12,358
646,27,470.8506098622049,3,285
647,2,272.4382770645158,5,293
648,5,736.9668890932764,1,163
649,29,639.5801809740193,16,227
650,37,876.237811172125,9,130
651,38,91.91092045220084,10,58
652,19,915.9325000244941,10,146
653,8,300.41514040338865,13,362
654,48,495.7874024677142,16,312
655,45,444.2253215802472,4,122
656,1,762.7085345933797,14,192
657,22,426.1299763375241,17,245
658,17,944.1176141929153,5,103
659,7,903.5085438121897,13,250
660,25,873.4395404498115,3,22
661,45,80.54574932174562,5,60
662,4,855.7154809384001,16,238
663,36,783.8190909887784,19,340
664,6,112.4778175360697,19,336
665,31,116.34018218185965,17,134
666,19,110.15217340236576,18,337
667,44,21.219267272442664,18,262
668,39,553.1479621426378,8,342
669,27,973.6603485216829,18,338
670,10,444.2978558707956,9,42
671,26,545.3499268684828,19,74
672,19,968.290098802256,10,297
673,39,262.63040648648837,2,319
674,3,859.8855500722804,17,22
675,45,550.9265625396188,13,220
676,13,573.7817495163806,11,79
677,28,349.7421186352107,16,235
678,20,565.9685173572391,7,157
679,28,82.41108438350109,3,327
680,8,766.9971368879711,16,114
681,41,291.84088392882893,19,290
682,39,888.7322461990154,16,96
683,1,374.1721876613839,2,130
684,3,151.39586938201376,14,109
685,13,698.9227586248002,10,75
686,28,172.93236326636782,19,275
687,49,756.1437103875605,11,20
688,25,968.4311140420554,18,161
689,33,781.7573401073091,11,209
690,38,32.22475594701143,9,94
691,6,603.8869301722469,19,82
692,44,698.4565642600271,10,352
693,45,827.2037425383223,3,104
694,32,65.44228584961016,3,237
695,45,485.3067496727635,8,260
696,47,540.0171639120103,6,160
697,21,177.43361401773626,1,348
698,16,329.2253116135431,6,61
699,21,445.8195089936035,2,38
700,11,834.8775910782234,19,118
701,37,930.1134904095048,7,312
702,36,632.1386006284962,11,168
703,35,400.99573416124747,11,337
704,19,261.4907076209961,4,362
705,20,982.3138325917889,16,69
706,18,983.1897980955948,5,83
707,47,925.7271787526844,7,235
708,41,787.812458379041,16,42
709,49,332.52174830816205,15,99
710,14,818.8304786626544,5,130
711,15,414.70508709846087,1,28
712,31,333.50536717349473,9,233
713,1,747.4167048816167,5,229
714,3,88.85738834421866,6,117
715,16,58.077096062705074,3,326
716,23,453.47416020937374,6,107
717,11,451.1824128139403,8,325
718,12,896.6877115331965,6,295
719,10,134.89156532493863,16,160
720,32,132.05108817788866,16,4
721,16,155.97807447015217,3,149
722,8,39.43889868165658,17,234
723,38,81.0144204367593,6,254
724,12,663.2711681607486,6,248
725,24,437.26848582633414,19,338
726,28,765.9670364171335,15,353
727,8,992.6717413958436,19,70
728,28,662.4443342880113,2,203
729,36,59.9510149139225,8,302
730,26,113.5172361067981,7,148
731,8,882.1940439665608,8,221
732,28,532.2209851126789,13,186
733,28,826.5887878017826,15,355
734,37,858.0462128626768,12,336
735,41,928.397796084524,15,48
736,36,950.330913431502,14,263
737,27,559.2775385382731,7,296
738,17,347.60997053347353,17,315
739,9,962.2462256045186,5,292
740,33,551.932341941213,10,172
741,20,73.61019572506493,19,364
742,13,646.3487845592664,18,31
743,28,591.8079028910606,10,170
744,48,896.8349441657589,2,44
745,29,656.6553172662343,6,43
746,13,355.56190021693584,3,134
747,46,966.5634684487623,19,349
748,35,803.6032911222132,5,219
749,6,634.1134421975408,7,86
750,18,299.99595136909164,7,251
751,5,379.8048933511526,10,265
752,47,673.2702248556901,1,11
753,25,81.2610102786885,11,80
754,2,264.11378573376084,7,109
755,10,716.761924062632,6,118
756,30,485.2183247461747,6,252
757,45,408.3696291662858,13,18
758,5,159.94304617641035,16,256
759,33,447.4305441329553,13,245
760,1,772.9850510526315,2,153
761,18,271.3727176111741,19,97
762,32,15.34455676184064,19,186
763,47,671.819852139473,19,30
764,49,972.900338388227,18,115
765,11,610.758297952697,6,241
766,21,128.72264033785882,2,257
767,26,327.5257614212263,19,353
768,25,868.9651985730211,6,113
769,22,240.2423935142603,15,335
770,27,611.6189444626319,6,29
771,49,408.64449617145783,3,322
772,13,215.76528420545253,11,226
773,33,815.2728246290328,8,244
774,34,745.4029637010334,18,361
775,41,664.9751552996728,17,19
776,35,243.97322436606368,19,322
777,1,106.87843268928553,19,112
778,21,580.3977365277066,17,212
779,48,558.141055204039,4,233
780,6,196.50115924152428,7,159
781,28,65.68422737202076,5,60
782,17,89.90136965204611,16,324
783,5,992.8432766476064,6,93
784,31,785.7480557954549,14,248
785,5,922.7676012055209,2,158
786,38,203.1041750139997,18,141
787,3,960.9628509602007,18,220
788,23,151.22780795843045,13,306
789,37,513.9910102808064,18,89
790,37,831.3987275728933,17,155
791,10,356.3053209664636,13,233
792,10,430.5802478451315,12,193
793,19,136.9032591961069,3,99
794,17,131.69266119898302,7,113
795,21,623.372542530873,1,107
796,14,678.7770449338561,5,24
797,9,779.5591889413713,1,281
798,46,561.1152321549359,4,204
799,1,649.3016993386929,1,11
800,45,23.38209898272286,13,350
801,13,170.54901986581618,14,316
802,4,985.0656183567356,15,205
803,1,85.23357125267347,17,25
804,49,682.0003400376424,12,140
805,40,184.32180670139905,7,123
806,32,719.5513999099655,19,11
807,34,708.9304989323736,3,266
808,28,241.8570691902093,18,81
809,31,276.9380552270121,4,310
810,8,658.2230064660674,3,109
811,39,396.1851783924115,12,208
812,26,202.60249000291216,12,319
813,34,734.3628027996069,17,244
814,3,162.60604909297084,6,276
815,12,857.0872275034972,15,261
816,1,519.5228288113092,2,297
817,44,114.64359784050768,8,63
818,5,697.1316101956745,14,184
819,30,523.971409178795,5,32
820,30,305.0769960768614,3,283
821,17,428.3139864216163,10,324
822,48,305.35436615162376,7,361
823,47,270.3955773853562,11,7
824,23,171.97233663527507,15,174
825,15,369.1394618061011,2,359
826,37,258.47733425291005,5,146
827,21,686.6001421833779,11,252
828,14,687.0379737516732,8,166
829,2,506.821840130082,13,103
830,11,780.1650821956179,11,193
831,39,842.9263218159878,17,17
832,38,583.9687928599304,15,90
833,34,622.7458111357994,1,86
834,38,290.05705068850153,19,103
835,34,895.9205086984646,16,82
836,18,33.963983978304526,19,126
837,30,355.1164447484172,13,38
838,15,724.5824173343575,4,348
839,27,89.28861457444962,11,213
840,34,191.3378321540097,18,319
841,38,593.3928705842227,18,225
842,33,564.3937347489224,10,222
843,24,741.5390131696455,17,247
844,15,814.4865126972901,13,136
845,30,137.29378272655242,14,286
846,42,28.19717987748963,7,231
847,17,692.742134462317,10,320
848,5,308.37787780869564,3,9
849,29,629.724074778774,2,225
850,4,159.03914218160247,19,313
851,10,474.34964619930327,7,107
852,17,509.38049860280256,5,187
853,10,589.2270382094839,3,221
854,17,518.0383161672587,2,95
855,20,500.7338625264267,6,195
856,24,339.40681244401696,14,242
857,5,80.46843395490536,7,230
858,34,98.62499482887388,2,331
859,6,439.4404916630821,11,5
860,2,362.2351965427831,3,351
861,13,520.9734566277527,9,4
862,43,311.7897875637043,8,264
863,43,691.0309905407711,11,253
864,48,865.3152737894154,18,163
865,11,305.874556898999,1,141
866,47,201.0541678596383,15,296
867,23,125.01876851154823,4,19
868,16,620.0915001651043,4,82
869,31,449.4174312291637,10,4
870,11,196.13556002432605,11,128
871,16,656.6053659589369,18,187
872,8,156.99835117523156,15,146
873,4,558.757698789473,3,152
